location_id,sensor_type,reading_value,unit,quality_score,timestamp,metadata
LOC_005,CO2,549.574,ppm,100,2025-09-21T10:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_005,HUMIDITY,42.315,%,100,2025-09-21T10:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_005,AIR_QUALITY,27.223,AQI,100,2025-09-21T10:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_005,TEMPERATURE,27.582,°C,94,2025-09-21T10:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_005,DUST_PM25,16.186,µg/m³,82,2025-09-21T10:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_001,CO2,913.003,ppm,100,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_001,HUMIDITY,78.308,%,94,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_001,AIR_QUALITY,42.15,AQI,100,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_001,TEMPERATURE,46.054,°C,57,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_001,DUST_PM25,17.799,µg/m³,75,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_002,CO2,538.212,ppm,100,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_002,HUMIDITY,55.266,%,100,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_002,AIR_QUALITY,11.078,AQI,100,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_002,TEMPERATURE,19.752,°C,100,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_002,DUST_PM25,9.168,µg/m³,100,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_003,CO2,359.594,ppm,100,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_003,HUMIDITY,47.479,%,100,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_003,AIR_QUALITY,13.875,AQI,100,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_003,TEMPERATURE,15.755,°C,100,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_003,DUST_PM25,6.026,µg/m³,100,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_004,CO2,518.627,ppm,100,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_004,HUMIDITY,72.034,%,98,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_004,AIR_QUALITY,32.916,AQI,100,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_004,TEMPERATURE,34.581,°C,80,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_004,DUST_PM25,12.903,µg/m³,96,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_005,CO2,537.731,ppm,100,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_005,HUMIDITY,55.438,%,100,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_005,AIR_QUALITY,21.068,AQI,100,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_005,TEMPERATURE,27.152,°C,95,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_005,DUST_PM25,10.806,µg/m³,100,2025-09-21T10:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_001,CO2,906.993,ppm,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_001,HUMIDITY,81.743,%,91,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_001,AIR_QUALITY,52.31,AQI,97,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_001,TEMPERATURE,38.561,°C,72,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_001,DUST_PM25,12.849,µg/m³,96,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_002,CO2,474.995,ppm,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_002,HUMIDITY,59.365,%,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_002,AIR_QUALITY,35.476,AQI,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_002,TEMPERATURE,23.458,°C,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_002,DUST_PM25,5.335,µg/m³,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_003,CO2,345.533,ppm,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_003,HUMIDITY,39.911,%,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_003,AIR_QUALITY,28.523,AQI,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_003,TEMPERATURE,20.265,°C,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_003,DUST_PM25,7.67,µg/m³,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_004,CO2,603.751,ppm,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_004,HUMIDITY,87.19,%,87,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_004,AIR_QUALITY,44.119,AQI,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_004,TEMPERATURE,28.674,°C,92,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_004,DUST_PM25,11.43,µg/m³,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_005,CO2,529.763,ppm,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_005,HUMIDITY,55.662,%,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_005,AIR_QUALITY,37.329,AQI,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_005,TEMPERATURE,22.926,°C,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_005,DUST_PM25,9.405,µg/m³,100,2025-09-21T09:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_001,CO2,786.257,ppm,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_001,HUMIDITY,105.118,%,74,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_001,AIR_QUALITY,41.601,AQI,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_001,TEMPERATURE,35.682,°C,78,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_001,DUST_PM25,10.827,µg/m³,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_002,CO2,610.473,ppm,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_002,HUMIDITY,57.602,%,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_002,AIR_QUALITY,29.852,AQI,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_002,TEMPERATURE,27.443,°C,95,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_002,DUST_PM25,11.484,µg/m³,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_003,CO2,386.066,ppm,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_003,HUMIDITY,58.422,%,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_003,AIR_QUALITY,6.241,AQI,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_003,TEMPERATURE,23.998,°C,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_003,DUST_PM25,7.691,µg/m³,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_004,CO2,695.422,ppm,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_004,HUMIDITY,68.524,%,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_004,AIR_QUALITY,26.092,AQI,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_004,TEMPERATURE,32.197,°C,85,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_004,DUST_PM25,6.013,µg/m³,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_005,CO2,559.781,ppm,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_005,HUMIDITY,68.573,%,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_005,AIR_QUALITY,40.419,AQI,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_005,TEMPERATURE,25.509,°C,98,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_005,DUST_PM25,7.681,µg/m³,100,2025-09-21T09:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_001,CO2,788.348,ppm,100,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_001,HUMIDITY,91.709,%,84,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_001,AIR_QUALITY,43.803,AQI,100,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_001,TEMPERATURE,37.817,°C,74,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_001,DUST_PM25,16.867,µg/m³,79,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_002,CO2,578.736,ppm,100,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_002,HUMIDITY,49.567,%,100,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_002,AIR_QUALITY,42.768,AQI,100,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_002,TEMPERATURE,25.551,°C,98,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_002,DUST_PM25,4.226,µg/m³,100,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_003,CO2,433.308,ppm,100,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_003,HUMIDITY,54.302,%,100,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_003,AIR_QUALITY,17.377,AQI,100,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_003,TEMPERATURE,18.897,°C,100,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_003,DUST_PM25,4.989,µg/m³,100,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_004,CO2,596.414,ppm,100,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_004,HUMIDITY,76.403,%,95,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_004,AIR_QUALITY,33.228,AQI,100,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_004,TEMPERATURE,33.506,°C,82,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_004,DUST_PM25,12.176,µg/m³,99,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_005,CO2,483.929,ppm,100,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_005,HUMIDITY,51.728,%,100,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_005,AIR_QUALITY,31.807,AQI,100,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_005,TEMPERATURE,27.081,°C,95,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_005,DUST_PM25,7.749,µg/m³,100,2025-09-21T09:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_001,CO2,748.799,ppm,100,2025-09-21T09:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_001,HUMIDITY,90.195,%,85,2025-09-21T09:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
